author	publication_year	title	subject_topic
Bergman, Torbern (1735-1784)	1779	Torberni Bergman ... Opuscula physica et chemica, pleraque antea seorsim edita, jam ab auctore collecta, revisa et aucta. Cum tabulis ænæis. =1-3. 1779- 1783.=	Kemi;Fysik
Bergman, Torbern (1735-1784)	1779	Torberni Bergman ... Opuscula physica et chemica, pleraque antea seorsim edita, jam ab auctore collecta, revisa et aucta. Cum tabulis ænæis. =1-3. 1779- 1783.=	NA
Bergman, Torbern (1735-1784)	1779	Torberni Bergman ... Opuscula physica et chemica, pleraque antea seorsim edita, jam ab auctore collecta, revisa et aucta. Cum tabulis ænæis. =1-3. 1779- 1783.=	NA
Bergstedt, Johan Niclas (1796-1829)	1824	Förslag till förbättrandet af jordbruket på skånska slättbygden, af Joh. N. Bergstedt. Christianstad. Tryckt uti hof-secret. Cedergréens boktryckeri. =1. 1824.=	NA
Berquin, Arnaud (1749-1791)	1808	Samlade arbeten af A. Berquin. Öfversättning af D. Krutmejer. Barnvännen. Stockholm. Tryckt hos Henrik A. Nordström, på eget förlag. =1-4. 1808- 10.=	NA
Berquin, Arnaud (1749-1791)	1809	Samlade arbeten af A. Berquin. Öfversättning af D. Krutmejer. Barnvännen. Stockholm. Tryckt hos Henrik A. Nordström, på eget förlag. =1-4. 1808- 10.=	NA
Berquin, Arnaud (1749-1791)	1809	Samlade arbeten af A. Berquin. Öfversättning af D. Krutmejer. Barnvännen. Stockholm. Tryckt hos Henrik A. Nordström, på eget förlag. =1-4. 1808- 10.=	NA
Berquin, Arnaud (1749-1791)	1810	Samlade arbeten af A. Berquin. Öfversättning af D. Krutmejer. Barnvännen. Stockholm. Tryckt hos Henrik A. Nordström, på eget förlag. =1-4. 1808- 10.=	NA
Bertrand, Gottlieb (1777-1813)	1806	Grafvården eller Det hemlighetsfulla slottet. Af Gottlieb Bertrand, författare till Mazarino. Öfversättning af E.W. Djurström. Stockholm, tryckt hos H.A. Nordström. =1-2. 1806.=	NA
Bertrand, Gottlieb (1777-1813)	1806	Grafvården eller Det hemlighetsfulla slottet. Af Gottlieb Bertrand, författare till Mazarino. Öfversättning af E.W. Djurström. Stockholm, tryckt hos H.A. Nordström. =1-2. 1806.=	NA
Bertrand, Gottlieb (1777-1813)	1806	Hemligheten. Af Gottlieb Bertrand, författare til Mazarino. Öfwersättning af C.H. de Carnal. Stockholm, tryckt i kongl. tryckeriet. =1-2. 1806-1809.=	NA
Bertrand, Gottlieb (1777-1813)	1809	Hemligheten. Af Gottlieb Bertrand, författare til Mazarino. Öfwersättning af C.H. de Carnal. Stockholm, tryckt i kongl. tryckeriet. =1-2. 1806-1809.=	NA
Bertrand, Gottlieb (1777-1813)	1804	Mazarino, den store röfwar-anföraren i Lothringen och Elsas. Öfwersättning från tyskan af C.U. von Schneidau. =Anon.= Stockholm, tryckt hos C.F. Marquard. På mag. I. Utters förlag, och säljes i desz bokhandel. =1-3. 1804.=	NA
Bertrand, Gottlieb (1777-1813)	1804	Mazarino, den store röfwar-anföraren i Lothringen och Elsas. Öfwersättning från tyskan af C.U. von Schneidau. =Anon.= Stockholm, tryckt hos C.F. Marquard. På mag. I. Utters förlag, och säljes i desz bokhandel. =1-3. 1804.=	NA
Bertrand, Gottlieb (1777-1813)	1804	Mazarino, den store röfwar-anföraren i Lothringen och Elsas. Öfwersättning från tyskan af C.U. von Schneidau. =Anon.= Stockholm, tryckt hos C.F. Marquard. På mag. I. Utters förlag, och säljes i desz bokhandel. =1-3. 1804.=	NA
Bertrand, Gottlieb (1777-1813)	1805	De outgrundelige. En schweizerhistoria. Pendant til Rudolph von Werdenberg. Af författaren til Mazarino. Öfversättning af E.W. Djurström. =1-4. 1805-1806.=	NA
Bertrand, Gottlieb (1777-1813)	1805	De outgrundelige. En schweizerhistoria. Pendant til Rudolph von Werdenberg. Af författaren til Mazarino. Öfversättning af E.W. Djurström. =1-4. 1805-1806.=	NA
Bertrand, Gottlieb (1777-1813)	1806	De outgrundelige. En schweizerhistoria. Pendant til Rudolph von Werdenberg. Af författaren til Mazarino. Öfversättning af E.W. Djurström. =1-4. 1805-1806.=	NA
Bertrand, Gottlieb (1777-1813)	1806	De outgrundelige. En schweizerhistoria. Pendant til Rudolph von Werdenberg. Af författaren til Mazarino. Öfversättning af E.W. Djurström. =1-4. 1805-1806.=	NA
NA	1820	Berättelse om hufwudsakliga innehållet af serskildte rådhus-rättens i Götheborg den 24 aug. 1820 afsagde dom i målet emellan herr John Hall och herr Pehr Backman, under antagen firma Johan Hall & komp., å ena och syszlomännen i John	NA
NA	1821	Berättelse om hufwudsakliga innehållet af serskildte rådhus-rättens i Götheborg den 24 aug. 1820 afsagde dom i målet emellan herr John Hall och herr Pehr Backman, under antagen firma Johan Hall & komp., å ena och syszlomännen i John	NA
Beskow, Bernhard Von (1796-1868)	1829	Witterhets-försök af Bernhard v. Beskow. Andra uplagan. Stockholm. Tryckte hos J. Hörberg. =1. 1829.=	NA
Bexell, Sven Peter (1775-1864)	1817	Hallands historia och beskrifning af S.P. Bexell. Götheborg, tryckt hos Sam. Norberg. =1-3. 1817-1819.=	Geografi;Historia
Bexell, Sven Peter (1775-1864)	1818	Hallands historia och beskrifning af S.P. Bexell. Götheborg, tryckt hos Sam. Norberg. =1-3. 1817-1819.=	Geografi;Historia
Bexell, Sven Peter (1775-1864)	1818	Hallands historia och beskrifning af S.P. Bexell. Götheborg, tryckt hos Sam. Norberg. =1-3. 1817-1819.=	Geografi;Historia
NA	1772	=Verlds-beskrifning. 1-3. 1766-1772.=	NA
NA	1766	=Verlds-beskrifning. 1-3. 1766-1772.=	NA
NA	1772	=Verlds-beskrifning. 1-3. 1766-1772.=	NA
NA	1786	Bibliothek för swenska ungdomen; innehållande: dels hela wetenskaper, dels delar af någon särskild wetenskap, samt åtskilliga, i synnerhet historiska och sedolärande, stycken. Med hans kongl. maj:ts allernådigste privilegium. Stockholm	NA
NA	1787	Bibliothek för swenska ungdomen; innehållande: dels hela wetenskaper, dels delar af någon särskild wetenskap, samt åtskilliga, i synnerhet historiska och sedolärande, stycken. Med hans kongl. maj:ts allernådigste privilegium. Stockholm	NA
NA	1787	Bibliothek för swenska ungdomen; innehållande: dels hela wetenskaper, dels delar af någon särskild wetenskap, samt åtskilliga, i synnerhet historiska och sedolärande, stycken. Med hans kongl. maj:ts allernådigste privilegium. Stockholm	NA
NA	1828	Läsning för barn. Upsala, Palmblad & c. =1:1-2. 1828-1829.=	NA
NA	1829	Läsning för barn. Upsala, Palmblad & c. =1:1-2. 1828-1829.=	NA
NA	1829	Bidrag till kongl. Swea hof-rätts historia i sednare tider, eller Handlingar och protocoll uti det af bemälde k. hofrätt den 23 febr. 1829 afgjorde fiskaliska åtal emot v. notarien, d:r J.C. Lindblad. Stockholm. Tryckt hos J. Hörberg	NA
NA	1829	Bidrag till kongl. Swea hof-rätts historia i sednare tider, eller Handlingar och protocoll uti det af bemälde k. hofrätt den 23 febr. 1829 afgjorde fiskaliska åtal emot v. notarien, d:r J.C. Lindblad. Stockholm. Tryckt hos J. Hörberg	NA
NA	1824	Bihang till J.H. Stövers Öfversigt af svenska historien under den sista frihets-tiden, innehållande, dels förut otryckta svenska, dels på fremmande språk utgifna, förut ej på svenska öfversatta, handlingar och upplysningar rörande denna	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1806	Albert, eller Urnan i ensamma dalen. Af friherre von Bilderbeck. Öfwersättning af C.N. Humble. Upsala, tryckt hos Johan Fr. Edman, k:gl. akad. boktr. =1-4. 1806-1807.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1806	Albert, eller Urnan i ensamma dalen. Af friherre von Bilderbeck. Öfwersättning af C.N. Humble. Upsala, tryckt hos Johan Fr. Edman, k:gl. akad. boktr. =1-4. 1806-1807.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1807	Albert, eller Urnan i ensamma dalen. Af friherre von Bilderbeck. Öfwersättning af C.N. Humble. Upsala, tryckt hos Johan Fr. Edman, k:gl. akad. boktr. =1-4. 1806-1807.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1807	Albert, eller Urnan i ensamma dalen. Af friherre von Bilderbeck. Öfwersättning af C.N. Humble. Upsala, tryckt hos Johan Fr. Edman, k:gl. akad. boktr. =1-4. 1806-1807.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1810	Bröderne. En familie-målning af friherre von Bilderbeck. Öfwersättning af C.N. Humble. Stockholm. Tryckt i Marqvardska tryckeriet. =1-4. 1810-1812.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1810	Bröderne. En familie-målning af friherre von Bilderbeck. Öfwersättning af C.N. Humble. Stockholm. Tryckt i Marqvardska tryckeriet. =1-4. 1810-1812.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1811	Bröderne. En familie-målning af friherre von Bilderbeck. Öfwersättning af C.N. Humble. Stockholm. Tryckt i Marqvardska tryckeriet. =1-4. 1810-1812.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1812	Bröderne. En familie-målning af friherre von Bilderbeck. Öfwersättning af C.N. Humble. Stockholm. Tryckt i Marqvardska tryckeriet. =1-4. 1810-1812.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1806	Dödgräfvaren, pendant till Urnan i den ensliga dalen, af samma författare. Öfversättning af B.J. Giellman. Götheborg [4:] Göteborg, tryckt hos Sam. Norberg. =1-4. 1806.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1806	Dödgräfvaren, pendant till Urnan i den ensliga dalen, af samma författare. Öfversättning af B.J. Giellman. Götheborg [4:] Göteborg, tryckt hos Sam. Norberg. =1-4. 1806.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1806	Dödgräfvaren, pendant till Urnan i den ensliga dalen, af samma författare. Öfversättning af B.J. Giellman. Götheborg [4:] Göteborg, tryckt hos Sam. Norberg. =1-4. 1806.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1806	Dödgräfvaren, pendant till Urnan i den ensliga dalen, af samma författare. Öfversättning af B.J. Giellman. Götheborg [4:] Göteborg, tryckt hos Sam. Norberg. =1-4. 1806.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1804	Wilhelmina von Rosen. Öfversättning af P.H. Groth. =Anon.= Linköping, Groth och Petre. =1-2. 1804.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1804	Wilhelmina von Rosen. Öfversättning af P.H. Groth. =Anon.= Linköping, Groth och Petre. =1-2. 1804.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1818	Wilhelmina von Rosen. Öfversättning af P.H. Groth. Andra upplagan. =Anon.= Linköping, Petre och Abrahamsson. =1-2. 1818.=	NA
Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1818	Wilhelmina von Rosen. Öfversättning af P.H. Groth. Andra upplagan. =Anon.= Linköping, Petre och Abrahamsson. =1-2. 1818.=	NA
NA	1800	Biographiska anecdoter om märkwärdige franske revolutionsmän. Öfwersättning. Stockholm, tryckte hos C.F. Marquard. =1. 1800.=	NA
NA	1822	Bibliotek af de nyaste och märkwärdigaste resebeskrifningar. Stockholm, Upsala, Carlstad, Westerås och Örebro, Em. Bruzelius. =1-2. 1822-1823.=	NA
NA	1823	Bibliotek af de nyaste och märkwärdigaste resebeskrifningar. Stockholm, Upsala, Carlstad, Westerås och Örebro, Em. Bruzelius. =1-2. 1822-1823.=	NA
NA	1825	Bibliothek för de nyaste resbeskrifningar. =Stockholm. 1-4. 1825-1828.=	NA
NA	1822	Bibliothek för de nyaste resbeskrifningar. =Stockholm. 1-4. 1825-1828.=	NA
NA	1828	Bibliothek för de nyaste resbeskrifningar. =Stockholm. 1-4. 1825-1828.=	NA
NA	1828	Bibliothek för de nyaste resbeskrifningar. =Stockholm. 1-4. 1825-1828.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Billmark, C J (1804-1870)	1829	Etuder för landskaps-tecknare, af C.I. Billmark. År MDCCCXXIX. Stockholm: stentryck af Carl v. Schéele. =1-12. 1829.=	NA
Grevesmöhlen, Carl August (1754-1823)	1809	Sällan värre, eller Besvär och påminnelser angående tull-styrelsen, ingifne till kongl. maj:t, den 13 okt. 1807 och 20 januari 1808. Af Carl August Grevesmöhlen. Stockholm, tryckt hos Carl Delén. På eget förlag. 1-2. 1809	NA
Grevesmöhlen, Carl August (1754-1823)	1809	Sällan värre, eller Besvär och påminnelser angående tull-styrelsen, ingifne till kongl. maj:t, den 13 okt. 1807 och 20 januari 1808. Af Carl August Grevesmöhlen. Stockholm, tryckt hos Carl Delén. På eget förlag. =1-2. 1809.=	NA
NA	1815	=Lurifaxiana.= Stockholm, tryckt hos Olof Grahn. =1-2. 1815.=	NA
NA	1815	=Lurifaxiana.= Stockholm, tryckt hos Olof Grahn. =1-2. 1815.=	NA
Boije, Johan Ludvig (1768-1841)	1815	Försvars-skrifter af revisions-secretearen frihere Ludvig Boije emot öfver-directeuren C.A. Grevesmöhlen, i anledning af den sednares smädeskrifter. =Stockholm. 1-6. 1815.=	NA
Boije, Johan Ludvig (1768-1841)	1815	Försvars-skrifter af revisions-secretearen frihere Ludvig Boije emot öfver-directeuren C.A. Grevesmöhlen, i anledning af den sednares smädeskrifter. =Stockholm. 1-6. 1815.=	NA
Boije, Johan Ludvig (1768-1841)	1815	Försvars-skrifter af revisions-secretearen frihere Ludvig Boije emot öfver-directeuren C.A. Grevesmöhlen, i anledning af den sednares smädeskrifter. =Stockholm. 1-6. 1815.=	NA
Boije, Johan Ludvig (1768-1841)	1815	Försvars-skrifter af revisions-secretearen frihere Ludvig Boije emot öfver-directeuren C.A. Grevesmöhlen, i anledning af den sednares smädeskrifter. =Stockholm. 1-6. 1815.=	NA
Boije, Johan Ludvig (1768-1841)	1815	Försvars-skrifter af revisions-secretearen frihere Ludvig Boije emot öfver-directeuren C.A. Grevesmöhlen, i anledning af den sednares smädeskrifter. =Stockholm. 1-6. 1815.=	NA
Boije, Johan Ludvig (1768-1841)	1815	Försvars-skrifter af revisions-secretearen frihere Ludvig Boije emot öfver-directeuren C.A. Grevesmöhlen, i anledning af den sednares smädeskrifter. =Stockholm. 1-6. 1815.=	NA
NA	1815	Grevesmöhliana. Stockholm, tryckt hos Olof Grahn. =1-6. 1815.=	NA
NA	1815	Grevesmöhliana. Stockholm, tryckt hos Olof Grahn. =1-6. 1815.=	NA
NA	1815	Grevesmöhliana. Stockholm, tryckt hos Olof Grahn. =1-6. 1815.=	NA
NA	1815	Grevesmöhliana. Stockholm, tryckt hos Olof Grahn. =1-6. 1815.=	NA
NA	1815	Grevesmöhliana. Stockholm, tryckt hos Olof Grahn. =1-6. 1815.=	NA
NA	1815	Grevesmöhliana. Stockholm, tryckt hos Olof Grahn. =1-6. 1815.=	NA
Fryxell, Johan Magnus (1791-1847)	1815	Drömmar om Marat, Grewesmöhlen och helvetet. =Anon. Stockholm. 1-2. 1815.=	NA
Fryxell, Johan Magnus (1791-1847)	1815	Drömmar om Marat, Grewesmöhlen och helvetet. =Anon. Stockholm. 1-2. 1815.=	NA
NA	1815	Judar äro judar och blifva i evighet judar, eller Det brydsamma försöket att 1815, kosta Sverige hvad det kan, broderligen stöpa judar och svenskar i en form till nästa riksdag. Stockholm. Tryckt hos Fr. Cederborgh & comp. =1. 1815.=	NA
Bjerkén, Carl Gustaf Af (1767-1804)	1795	Den ensamme eller Hjertats philosoph, 1793. B. Upsala, tryckt hos J.F. Edman, kongl. acad. boktr. =1. 1795.=	NA
Björnståhl, Jacob Jonas (1731-1779)	1780	Resa til Frankrike, Italien, Sweitz, Tyskland, Holland, England, Turkiet, och Grekland: beskrifven af och efter Jac. Jon. Björnståhl ... Efter des död utgifven af Carl Christof. Gjörwell ... Stockholm, tryckt [2-3:] trykt hos And. Jac	NA
Björnståhl, Jacob Jonas (1731-1779)	1780	Resa til Frankrike, Italien, Sweitz, Tyskland, Holland, England, Turkiet, och Grekland: beskrifven af och efter Jac. Jon. Björnståhl ... Efter des död utgifven af Carl Christof. Gjörwell ... Stockholm, tryckt [2-3:] trykt hos And. Jac	NA
Björnståhl, Jacob Jonas (1731-1779)	1780	Resa til Frankrike, Italien, Sweitz, Tyskland, Holland, England, Turkiet, och Grekland: beskrifven af och efter Jac. Jon. Björnståhl ... Efter des död utgifven af Carl Christof. Gjörwell ... Stockholm, tryckt [2-3:] trykt hos And. Jac	NA
Björnståhl, Jacob Jonas (1731-1779)	1782	Resa til Frankrike, Italien, Sweitz, Tyskland, Holland, England, Turkiet, och Grekland: beskrifven af och efter Jac. Jon. Björnståhl ... Efter des död utgifven af Carl Christof. Gjörwell ... Stockholm, tryckt [2-3:] trykt hos And. Jac	NA
Björnståhl, Jacob Jonas (1731-1779)	1783	Resa til Frankrike, Italien, Sweitz, Tyskland, Holland, England, Turkiet, och Grekland: beskrifven af och efter Jac. Jon. Björnståhl ... Efter des död utgifven af Carl Christof. Gjörwell ... Stockholm, tryckt [2-3:] trykt hos And. Jac	NA
Björnståhl, Jacob Jonas (1731-1779)	1784	Resa til Frankrike, Italien, Sweitz, Tyskland, Holland, England, Turkiet, och Grekland: beskrifven af och efter Jac. Jon. Björnståhl ... Efter des död utgifven af Carl Christof. Gjörwell ... Stockholm, tryckt [2-3:] trykt hos And. Jac	NA
Blair, Hugh (1718-1800)	1813	Predikningar af H. Blair ... Öfversatte från 15:de engelska upplagan af A.J. Segerstedt. ... Stockholm. Tryckta hos direct. Henrik A. Nordström, på dess förlag. =1- 2. 1813-1814.=	NA
Blair, Hugh (1718-1800)	1814	Predikningar af H. Blair ... Öfversatte från 15:de engelska upplagan af A.J. Segerstedt. ... Stockholm. Tryckta hos direct. Henrik A. Nordström, på dess förlag. =1- 2. 1813-1814.=	NA
NA	1785	Blandade nöjen, eller Samling af öfwersättningar, poëmer, anecdoter, infällen med mera, af D.A. Tilas. Westerås, tryckte hos Johan Laur. Horrn, på desz bekostnad. =1. 1785.=	NA
NA	1809	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1809	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1809	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1809	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1809	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1809	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1809	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1810	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1814	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
NA	1815	Blandade ämnen. =Stockholm. 1-10. 1809-1815.=	NA
Blix, Magnus (1743-1805)	1793	Sweriges statshwälfningar och hushåldsanstalter, ifrån år 1720 till år 1792, jämte ordsaker och anledningar därtill. Af Magnus Blix ... =Stockholm, Uppsala. 1-3. 1793-1794.=	NA
Barchaeus, Anders Gustaf (1735-1806)	1828	Utdrag utur profeszoren Anders Gustaf Barchaei. [!] Antekningar i landthushållningen, under resor, så wäl innom, som utom fäderneslandet. Åren 1772 till och med 1778. Upsala, tryckt hos Em. Bruzelius. =1-2. 1828- 1829.=	NA
Barchaeus, Anders Gustaf (1735-1806)	1829	Utdrag utur profeszoren Anders Gustaf Barchaei. [!] Antekningar i landthushållningen, under resor, så wäl innom, som utom fäderneslandet. Åren 1772 till och med 1778. Upsala, tryckt hos Em. Bruzelius. =1-2. 1828- 1829.=	Geografi
Bodell, Erik Erland (1774-1848)	1815	Utkast till reglemente för öfver- och under-officianterna vid kgl. sjö- och gränse-tulls-verket i riket; jemte strödda anmärkningar om sättet huru onödiga fjättrar på in- och utrikes handeln kunna undanrödjas, samt statens inkomster	NA
Bodin, Felix (1795-1837)	1824	Öfversigt af Frankrikes historie, intil närvarande tid. Af Felix Bodin. Öfversättning af C.M. Brummer. Stockholm, tryckt hos Carl Deleen. =1-3. 1824- 1828.=	NA
Bodin, Felix (1795-1837)	1826	Öfversigt af Frankrikes historie, intil närvarande tid. Af Felix Bodin. Öfversättning af C.M. Brummer. Stockholm, tryckt hos Carl Deleen. =1-3. 1824- 1828.=	NA
Bodin, Felix (1795-1837)	1828	Öfversigt af Frankrikes historie, intil närvarande tid. Af Felix Bodin. Öfversättning af C.M. Brummer. Stockholm, tryckt hos Carl Deleen. =1-3. 1824- 1828.=	NA
Boye, Fredrik Carl (1773-1857)	1821	Kongl. svenska museum. Samling af contur-teckningar, med en analytisk och critisk beskrifning öfver hvarje ämne, utgifven af Boye & Wetterling. Stockholm, tryckt hos Carl Deleen. =1-3. 1821-1823.=	NA
Boye, Fredrik Carl (1773-1857)	1822	Kongl. svenska museum. Samling af contur-teckningar, med en analytisk och critisk beskrifning öfver hvarje ämne, utgifven af Boye & Wetterling. Stockholm, tryckt hos Carl Deleen. =1-3. 1821-1823.=	NA
Boye, Fredrik Carl (1773-1857)	1823	Kongl. svenska museum. Samling af contur-teckningar, med en analytisk och critisk beskrifning öfver hvarje ämne, utgifven af Boye & Wetterling. Stockholm, tryckt hos Carl Deleen. =1-3. 1821-1823.=	NA
Boye, Fredrik Carl (1773-1857)	1825	Riksdags-historien, ifrån 1627 til och med 1823, i sammanhang med samtelige landtmarskalkars porträtter; copierade efter de original- taflor som förvaras på riddarhuset, jemte dessa herrars biografier. Af Fredrik Boye. Stockholm, tryckt	NA
Boye, Fredrik Carl (1773-1857)	1827	Riksdags-historien, ifrån 1627 til och med 1823, i sammanhang med samtelige landtmarskalkars porträtter; copierade efter de original- taflor som förvaras på riddarhuset, jemte dessa herrars biografier. Af Fredrik Boye. Stockholm, tryckt	NA
Boisen, Peter Outzen (1762-1831)	1813	Betraktelser öfwer wigtiga uppträden i det husliga lifwet; framställda i några tal, i anledning af wisza söndags-evangelier; af P.O. Boisen. Öfwersättning från danskan. Stockholm, tryckte hos Olof Grahn. =1-2. 1813- 1814.=	NA
Boisen, Peter Outzen (1762-1831)	1814	Betraktelser öfwer wigtiga uppträden i det husliga lifwet; framställda i några tal, i anledning af wisza söndags-evangelier; af P.O. Boisen. Öfwersättning från danskan. Stockholm, tryckte hos Olof Grahn. =1-2. 1813- 1814.=	NA
Bonsdorff, Jacob (1763-1831)	1811	Utkast til afhandlingar öfwer den christna lärans förnämsta sanningar./(Jacob Bonsdorff.) =Stockholm, Åbo. 1-3. 1799-1814.=	NA
Bonsdorff, Jacob (1763-1831)	1814	Utkast til afhandlingar öfwer den christna lärans förnämsta sanningar./(Jacob Bonsdorff.) =Stockholm, Åbo. 1-3. 1799-1814.=	NA
NA	1822	Den bortskänkte juden. Rättegångshandlingar rörande vaktmästaren J.P. Liljeströms klagan öfver de af tillförordnade herr öfver-ståthållaren, samt Stockholms drätsel-commission och tre fjerdedelar af borgmästaren Hallqvists rådhus-rätts	NA
NA	1822	Den bortskänkte juden. Rättegångshandlingar rörande vaktmästaren J.P. Liljeströms klagan öfver de af tillförordnade herr öfver-ståthållaren, samt Stockholms drätsel-commission och tre fjerdedelar af borgmästaren Hallqvists rådhus-rätts	NA
Botin, Anders Af (1724-1790)	1757	Utkast till svenska folkets historia./(And. Botin.) Stockholm, tryckt på Lars Salvii [4-6:] direct. Lars Salvii förlag. =1-4. 1757-1764.=	NA
Bouilly, Jean Nicolas (1763-1842)	1815	Råd till min dotter, i exempel utur den verkliga verlden; efter Bouilly, af Maria Dorothea Altén. Stockholm, tryckt hos A. Gadelius. =1-3. 1815-1816.=	NA
Bouilly, Jean Nicolas (1763-1842)	1816	Råd till min dotter, i exempel utur den verkliga verlden; efter Bouilly, af Maria Dorothea Altén. Stockholm, tryckt hos A. Gadelius. =1-3. 1815-1816.=	NA
Bouilly, Jean Nicolas (1763-1842)	1816	Råd till min dotter, i exempel utur den verkliga verlden; efter Bouilly, af Maria Dorothea Altén. Stockholm, tryckt hos A. Gadelius. =1-3. 1815-1816.=	NA
Brag, Carl Johan (1735-1781)	1765	Götheborgs stifts stånds och hushåldnings matrikel för år 1764. Utgifven af Carl Johan Brag ... Götheborg, trykt hos Johan Georg Lange, jun. =1. 1765.=	Matriklar
NA	1828	Bref från en svensk i England. Stockholm, tryckt hos Fr. B. Nestius. =1-3. 1828.=	NA
NA	1828	Bref från en svensk i England. Stockholm, tryckt hos Fr. B. Nestius. =1-3. 1828.=	NA
NA	1828	Bref från en svensk i England. Stockholm, tryckt hos Fr. B. Nestius. =1-3. 1828.=	NA
NA	1805	Bref, innehållande miss Julia Granwilles och miss Lucia Herberts händelser. Öfwersättning af Lars Fr. Lind. Tryckt i Hernösand. [Carl Gustaf Nordin.] =1. 1805.=	NA
Botin, Anders Af (1724-1790)	1798	Beskrifning om swenska hemman och jorda-gods./(Anders Botin.) Med kongl. maj:ts allernådigste privilegio. Stockholm, tryckt i Langeska tryckeriet. =1-2. 1798-1799.=	NA
Botin, Anders Af (1724-1790)	1799	Beskrifning om swenska hemman och jorda-gods./(Anders Botin.) Med kongl. maj:ts allernådigste privilegio. Stockholm, tryckt i Langeska tryckeriet. =1-2. 1798-1799.=	NA
Brelin, Johan (1734-1782)	1763	Anmärkningar wid byggnings-konsten, at igenom förbättrade eldstäder, bespara ved och få rökfria vånings-rum, samt medelst beqvämliga och mindre kostsamma tak, förekomma elds-vådor. Utgifne af Joh. Brelin. ... Stockholm, tryckt hos Peter	Byggnadsteknik;Hushåll
Bremer, Fredrika (1801-1865)	1828	Teckningar utur hvardagslifvet. Svenskt original. =Anon.= Upsala, Palmblad & c. =1. 1828.=	NA
